r	our_core_hp	opp_core_hp	our_ti	our_ammo	our_coll	opp_ti	opp_ammo	opp_coll	sent	gun	lau	bot	near_bot	near_sent	near_lau	opp_near_bot
0	500	500	470	0	0	470	0	0	0	0	0	1	0	0	0	0
1	500	500	406	0	0	434	0	0	0	0	1	2	0	0	0	0
2	500	500	361	0	0	392	0	0	0	0	0	3	0	0	0	0
3	500	500	339	0	0	354	0	0	0	0	1	3	0	0	0	0
4	500	500	339	0	0	300	0	0	0	0	0	3	0	0	0	0
5	500	500	307	0	0	300	0	0	0	0	1	3	0	0	0	0
6	500	500	307	0	0	300	0	0	0	0	0	3	0	0	0	0
7	500	500	285	0	0	310	0	0	0	0	1	3	0	0	0	0
8	500	500	285	0	0	310	0	0	0	0	0	3	0	0	0	0
9	500	500	219	0	0	310	0	0	0	0	1	3	0	0	0	0
10	500	500	214	0	0	310	0	0	0	0	0	3	1	0	0	0
11	500	500	220	0	0	304	16	0	0	0	0	3	1	0	0	0
12	500	500	160	0	0	296	24	0	0	0	0	4	1	0	0	0
13	500	500	56	0	0	195	24	0	0	0	0	5	1	0	0	0
14	500	500	40	4	0	189	14	0	0	0	0	5	1	0	0	0
15	500	500	44	4	0	144	24	0	0	0	0	5	0	0	0	0
16	500	500	38	4	0	85	14	0	0	0	0	5	1	0	0	0
17	500	500	32	4	0	61	24	0	0	0	0	5	0	0	0	0
18	500	500	32	4	0	54	14	0	0	0	0	5	1	0	0	0
19	500	500	36	4	0	33	24	0	0	0	0	5	0	0	0	0
20	500	500	36	4	0	26	14	0	0	0	0	5	1	0	0	0
21	500	500	24	4	0	2	24	0	0	0	0	5	1	0	0	0
22	500	500	24	4	0	2	14	0	0	0	0	5	0	0	0	0
23	500	500	22	4	0	12	14	0	0	0	0	5	0	0	0	0
24	500	500	32	4	10	5	4	0	0	0	0	5	0	0	0	0
25	500	500	42	4	20	5	4	0	0	0	0	5	0	0	0	0
26	500	500	52	4	30	5	4	0	0	0	0	5	0	0	0	0
27	500	500	62	4	30	15	4	0	0	0	0	5	0	0	0	0
28	500	500	62	14	40	1	4	0	0	0	0	5	0	0	0	0
